u,g,r,i,z,redshift
23.76309,22.83537,21.19748,19.70643,19.32273,0.6684301
20.70165,18.71933,17.53856,17.05322,16.69872,0.1610724
21.92805,22.67247,22.2885,21.81378,20.96934,1.229259
22.07961,19.8647,18.23831,17.64959,17.31986,0.2915045
24.62043,21.52085,19.63639,18.80306,18.42997,0.497343
22.95998,20.18068,18.50959,17.88146,17.53016,0.29358
19.71109,19.44795,19.33801,19.1057,19.08743,1.508243
19.42952,17.58078,16.72029,16.33605,16.08361,0.0632254
21.80571,21.10102,20.95347,20.90896,20.8121,0.0003174265
21.21267,20.42404,19.95049,19.80213,19.59481,0.0004579884
21.21499,21.60123,20.96119,21.01473,20.81687,1.430829
26.31409,22.31999,20.54987,19.63109,19.10201,0.5059405
21.54385,20.69164,19.98029,19.6813,19.41464,1.071852
22.03896,19.29628,17.91057,17.24451,16.89282,-3.626174e-05
24.67822,23.31246,21.41846,20.33066,19.66424,0.626913
22.87626,21.64652,21.64332,21.27179,20.59282,2.649564
22.52925,22.13743,21.8231,21.29721,20.1494,0.9384776
23.79715,21.22582,19.2594,18.57182,18.17675,0.3140705
19.70033,17.88513,17.41684,17.10225,16.93143,0.0802886
25.8639,21.54159,19.84448,19.00855,18.63152,0.4861431
22.20649,20.5553,20.20189,20.234,20.16308,3.099377
23.25787,21.12083,19.61732,18.83097,18.41314,0.4823783
20.88793,20.45318,20.32013,20.0845,20.20988,1.502031
19.97271,18.29619,17.44498,17.02988,16.68021,0.1039201
21.18757,20.86158,20.53404,20.15191,19.94402,1.558752
21.78898,21.03606,20.91026,20.59726,20.18573,1.784543
18.51085,17.42787,16.94735,16.61756,16.46231,0.06583611
20.55851,20.43783,20.08207,20.09715,20.19979,1.288675
25.43023,20.93817,19.044,18.40622,17.87118,0.3856255
18.73704,17.19846,16.40504,15.85978,15.5337,0.06795124
23.69933,23.44093,20.99336,19.77139,19.5698,0.5879827
26.19357,22.90523,22.14899,20.57847,19.81905,0.9613336
25.82551,22.40442,21.15077,20.04218,19.55229,0.5769825
23.36633,21.19839,19.89762,19.09097,18.63071,0.4896924
21.12011,18.88159,17.63246,17.15329,16.81396,0.1834581
19.21928,17.74815,17.23098,17.06382,16.97427,-1.718484e-07
24.63466,22.71711,21.2995,19.96018,19.73911,-1.181808e-05
22.35422,21.96034,20.66063,19.7152,19.17278,0.6888001
19.92451,18.67321,17.96198,17.4896,17.29599,0.1775537
21.0235,20.30022,20.19664,20.04768,19.89996,2.568315
22.72995,21.18297,19.69368,18.93755,18.63298,0.4222103
19.26825,18.1098,17.69364,17.46689,17.38599,0.03014969
20.60538,20.37329,20.141,20.26221,20.04608,0.9880558
22.32973,20.70167,20.17687,19.85281,19.55994,0.000332468
21.65047,20.81599,20.72038,20.68654,20.28202,2.593189
19.16455,17.92993,17.36432,17.06368,16.83308,0.1152358
21.07502,19.89377,19.61728,19.7552,19.55067,2.689544
22.38476,20.98692,19.28189,18.61021,18.15609,0.3868799
23.15257,23.39748,21.06776,19.68471,19.29723,0.6459621
25.92268,20.23437,18.56674,18.00894,17.65729,0.3179465
26.40793,23.91205,21.70617,20.33078,19.62965,0.7099161
20.30796,17.95349,16.75568,16.23873,15.81425,0.1321466
18.214,17.42393,17.44266,17.26136,16.95061,2.341242
18.58832,17.37067,17.57845,17.72262,17.84082,-0.0006219405
23.94478,23.28575,21.89861,20.54031,19.88867,0.6016672
23.07599,21.65193,20.13363,19.3653,18.90032,0.4586065
25.86201,21.51803,19.58854,18.89431,18.63779,0.3772297
23.77348,21.30093,19.59414,18.65453,18.16788,0.5133687
24.9024,23.10255,21.42732,20.04298,19.3897,0.7166536
25.47561,23.40373,21.92236,20.6081,19.87296,0.820815
19.68553,17.79937,16.87258,16.42319,16.08189,0.08625894
20.80073,20.54492,20.44127,20.12545,20.04271,1.685186
23.3711,20.57645,19.94014,19.7072,19.45895,-7.898857e-05
22.21061,22.72952,21.71357,21.79244,22.50901,0.2922629
22.31282,19.34905,18.38629,17.50096,16.95956,3.259591e-05
20.31421,17.62813,16.09753,15.25984,14.79928,-0.0001384641
22.0577,22.34891,22.15841,21.3531,21.31405,0.8704994
23.90765,23.64204,21.59612,20.57476,19.73222,0.7590002
23.42285,22.69117,22.56795,21.46299,21.75957,0.8004811
21.38027,20.98516,20.71925,20.4377,20.46288,1.583692
19.46086,17.69675,16.83846,16.43828,16.13466,0.1110587
24.36775,24.87503,21.7777,20.74081,19.92634,0.6192684
24.63464,21.9774,22.96407,21.83256,21.11293,1.24981
23.71608,21.45033,20.82255,20.86076,20.59131,0.0002572902
19.38101,17.50103,16.4671,16.00587,15.64942,0.1134416
19.83227,17.85608,16.93307,16.51891,16.18255,0.07826749
21.75907,21.87728,21.96635,21.47951,21.565,0.9047058
20.70047,20.7719,20.32899,20.40118,20.47352,1.189847
25.51443,20.4215,18.64926,17.84808,17.34934,0.447612
18.71883,17.31832,16.78935,16.6052,16.50716,6.717282e-05
25.21681,22.67413,21.18792,19.90562,19.49968,0.6027436
21.7133,19.37865,17.80296,17.23499,16.90401,0.2687266
21.49367,21.06684,21.01363,20.73927,20.56208,1.708476
21.05162,19.83521,19.36801,19.14137,18.96942,-4.848386e-05
18.92874,17.75294,17.45721,17.2343,17.09068,0.04958147
19.11735,18.15807,17.87248,17.76153,17.74738,-0.0001569245
25.4221,21.8666,20.15034,19.31643,18.86721,0.3475327
19.97238,19.36675,18.86354,18.38506,18.24817,1.851517
22.12696,21.04438,19.54543,18.8561,18.5571,0.2950727
21.43462,21.36511,21.25827,21.2262,21.08037,2.168968
20.44449,18.25161,17.03956,16.50435,16.1103,0.1402998
26.5501,22.05674,20.58801,19.45456,19.00257,0.5610632
22.24831,21.48163,20.29729,19.43638,19.05889,0.6042168
23.14688,21.67377,21.27967,21.06486,21.32454,0.0002149257
26.12458,22.11633,20.35839,19.43331,18.8884,0.5225116
24.94852,20.91103,19.06668,18.25245,17.86322,0.449794
26.19168,23.00081,21.68578,20.50913,19.71552,0.7442223
19.09542,17.7945,17.17409,16.79071,16.62515,0.1009606
24.65125,23.18501,20.62881,19.57134,19.12636,0.604504
22.08138,19.78081,18.95338,18.65047,18.4725,0.0001080121
19.13869,18.18734,17.83827,17.58269,17.47745,0.1467492
22.61589,20.74149,20.34742,20.30694,20.15214,-0.0007545581
21.63331,19.67551,18.23931,17.6912,17.33469,0.2499453
19.06268,17.73719,17.14478,16.90426,16.80961,-8.826712e-06
19.09295,18.06134,17.57383,17.19304,17.0829,0.1262253
26.3296,24.43271,21.90322,20.71292,19.96398,0.6758071
21.32114,19.88793,18.27155,17.628,17.17076,0.3003483
23.61389,22.67116,21.41681,20.16739,19.48778,0.6286467
24.51435,21.13997,19.36709,18.65408,18.29359,0.3738719
23.32182,22.82073,20.80334,19.77593,19.27758,0.5639924
24.36764,20.23259,18.60316,18.0083,17.6061,0.3411124
21.83707,19.62782,18.14182,17.55413,17.23701,0.2845116
25.2612,22.41481,23.42672,22.3737,22.1011,0.809291
19.43923,18.00491,17.43742,17.08937,16.93044,0.05575417
21.28013,21.27947,21.00698,20.27457,22.04449,0.09239468
19.20073,18.6622,18.39088,18.25449,18.23949,1.328164
24.87494,22.70792,20.84508,19.72872,19.35183,0.543724
22.69902,21.95888,20.55013,19.71204,19.38731,0.5429686
19.63473,18.62527,18.24656,18.09845,18.05465,-0.0002727996
22.82319,22.22885,22.35882,22.04231,22.40268,1.642061
20.09644,18.06589,16.93217,16.47504,16.11386,0.148772
18.74317,18.36775,17.86172,17.56248,17.19862,0.2591352
22.10958,19.9809,18.46359,17.91284,17.53343,0.2521691
22.77053,21.7475,20.50136,19.56789,19.06725,0.5127698
23.70301,24.83881,21.07714,18.8724,19.52761,-1.681704e-05
21.60847,20.20216,19.31935,18.85151,18.53759,0.2135794
24.32928,23.63636,21.00618,19.61197,19.03173,0.7003598
22.80711,21.70757,19.96319,18.78877,18.41957,-0.0002675283
19.85493,18.73072,18.14872,17.81182,17.64438,0.07372202
23.52032,22.99035,20.75073,19.56445,19.12657,0.6328365
25.67205,23.06021,21.03673,19.96624,19.54094,0.5402558
18.73669,17.81983,17.53059,17.43654,17.43295,-0.0002131758
25.29778,22.45938,20.58473,19.64025,19.23415,0.4893811
18.46334,17.38607,16.9687,16.69466,16.52349,0.05301813
20.68095,19.59083,19.21626,19.08393,19.02754,7.921561e-05
23.59421,21.35079,20.06949,18.76599,17.97921,-0.0002250151
16.11433,14.15053,13.35315,12.9114,12.62469,0.0267289
20.91304,20.69071,20.41439,20.02526,19.77811,1.684891
26.04247,22.43633,20.70078,19.61769,19.32007,0.6795535
23.9362,21.72757,20.37675,19.78304,19.44392,0.2749383
22.84854,22.66115,22.68279,21.85423,22.12852,0.9746162
24.07421,22.93556,22.31465,21.74848,20.8419,0.8470602
22.42157,22.6558,20.75608,19.68408,19.00579,0.572489
23.504,21.79415,20.73604,19.86084,19.75153,0.7511477
24.49833,21.59659,20.07457,19.32181,18.70432,0.4954262
25.32214,21.92109,19.97682,19.15146,18.67802,0.4850622
23.06107,21.23881,19.79315,18.71319,18.18458,0.5589278
22.91662,22.5218,20.84121,19.74455,19.34828,0.5518166
21.56961,19.79227,18.58949,18.11596,17.78927,0.1781088
22.81997,20.28849,18.65048,18.02577,17.61732,0.3167196
25.49374,22.71221,21.40117,20.09832,19.6748,0.6093252
19.72576,17.71635,16.81616,16.36971,16.05714,0.07616559
20.16675,19.3554,19.01862,19.03542,18.86055,-0.0006036038
22.38493,21.8734,20.43349,19.60281,19.23086,0.4600655
19.96214,17.73976,16.73863,16.25771,15.91208,0.1117918
25.70619,22.66349,21.70406,20.51475,19.46479,1.018011
21.06641,20.5362,20.37478,20.33173,20.18135,2.51981
18.58919,17.58294,17.17847,16.82767,16.73302,0.07122543
19.31589,17.59252,16.62514,16.18557,15.84631,0.1137809
23.78704,21.16721,19.4982,18.88747,18.4969,0.3655931
25.65113,22.7921,21.02452,19.85611,19.52947,0.5925856
21.4538,21.08458,20.79728,20.65149,20.165,2.142763
19.19192,17.9315,17.41359,17.15094,16.90799,0.0323813
24.44608,22.17413,20.77116,19.84169,19.30877,0.5285406
20.66644,18.62142,17.41388,16.94533,16.63888,0.1632304
22.26867,21.0847,20.96561,20.77991,20.71645,2.26485
18.31409,17.18381,16.92102,16.84818,16.85586,2.101685e-05
24.04153,24.44505,21.76294,20.35282,20.0737,0.5929533
23.77297,23.06189,21.41444,20.10992,19.77769,0.6627114
20.40657,18.7322,17.87012,17.40764,17.06114,0.1341936
19.40289,17.85159,17.18842,16.87384,16.64664,0.04454527
22.0968,22.04342,20.75781,19.89907,19.43102,0.5431473
20.69097,20.47799,20.40364,20.14629,20.38779,1.473606
25.58375,23.20401,21.15946,20.28561,19.58184,0.5155826
18.73262,18.16071,17.3295,16.83789,16.55017,0.206708
26.03021,22.77088,20.57342,19.55625,19.01934,0.5138686
22.22937,21.54163,20.18346,19.3692,19.03004,0.6230603
21.63765,21.22454,21.32539,21.17282,20.60799,2.245936
22.38061,21.28856,19.73523,18.79684,18.33677,0.4858239
18.12506,15.92547,15.04569,14.74846,14.61542,-3.282054e-05
23.65771,20.8289,19.03829,18.43613,18.05542,0.3660967
23.31735,21.5997,21.31611,21.29455,21.82731,0.9451392
22.02974,23.59992,21.81188,20.79341,19.74779,0.6625491
26.23677,22.42093,20.37243,19.18066,18.7319,0.5759254
24.5407,21.60296,20.28159,19.38601,18.85283,4.530819e-06
23.05584,21.05097,19.4975,18.71296,18.2656,0.293913
21.24114,20.00145,18.52545,17.93446,17.55577,0.2642292
24.98403,24.4805,22.16018,20.84854,19.94838,0.8013615
20.00214,18.49875,17.7973,17.36051,17.01491,0.1329563
22.4123,21.21531,19.48845,18.59164,18.13451,0.4607949
25.56146,22.24818,20.39676,19.68697,19.25085,0.4038353
21.51591,22.29764,20.11253,19.06155,18.52015,0.6399637
21.5686,21.56959,21.04366,21.11622,20.98896,1.145465
20.52097,18.60102,17.67515,17.29626,16.94737,0.1087183
22.50501,21.64285,21.62166,21.92114,21.14932,3.016747
23.47746,22.0738,20.24807,19.25869,18.90762,0.5177538
22.11244,19.7249,17.86866,17.21435,16.80305,0.372785
23.10983,20.62262,19.17365,18.24455,17.73354,-7.024318e-05
21.16873,19.03305,17.92936,17.47086,17.17033,-0.0001694672
18.18051,17.01199,16.62509,16.44427,16.28906,0.02580207
22.72648,22.14341,20.38548,19.4661,18.94607,0.4859056
20.33423,18.37387,17.4405,17.03339,16.73538,0.128442
17.27587,16.07787,15.65353,15.51742,15.48107,3.308081e-05
19.16394,16.88299,15.8572,15.46868,15.23266,-0.0001864644
22.34542,20.22889,19.91808,19.79705,20.08278,3.16649
22.84441,23.42286,22.57922,21.17345,20.79371,0.9269627
25.7212,22.75037,20.85234,19.88273,19.34398,0.532011
23.1926,23.21597,21.08956,20.30042,19.48393,0.6800863
24.68169,23.34606,21.38567,20.36108,19.64551,0.7370285
19.76053,18.4989,17.61846,17.16251,16.81472,0.1806884
18.41355,17.62187,17.23497,16.84004,16.77642,0.1308353
23.98093,20.4544,18.75254,18.13626,17.77357,0.3191349
22.55882,21.65899,19.98862,19.16997,18.57192,0.4487382
21.43525,19.61789,18.05197,17.46312,17.06159,0.2962563
22.3744,21.54332,21.06809,20.52492,19.62617,0.7899138
25.77271,22.71188,21.05223,19.96531,19.4946,0.6616579
25.21814,22.24801,20.56101,19.59166,19.11721,0.5754267
23.71701,22.24635,22.22637,22.3348,22.0118,1.765507
20.41372,19.33677,18.92849,18.7156,18.67953,0.0002307117
25.43022,21.9771,20.03655,19.18633,18.76394,0.4569901
21.77295,19.81573,19.06434,18.77311,18.58837,-0.0001170724
20.94368,20.68138,20.56901,20.3897,20.35564,1.54735
18.92253,16.98102,16.10128,15.69009,15.36436,0.07653663
23.47883,22.51464,21.5654,20.51908,19.83487,0.7174712
22.76614,22.16042,20.37962,19.2673,18.80807,0.5587783
22.92375,22.33984,22.1116,22.08264,21.75235,2.479324
19.99337,19.85964,19.35596,19.15299,19.09976,1.415465
20.20815,20.2184,20.30365,20.1815,19.69815,2.066394
22.10955,21.49037,21.80954,21.46491,21.15731,2.265732
26.77312,22.40303,20.64072,19.23518,19.11327,0.7241014
18.81053,17.55666,16.93697,16.56439,16.36261,0.03912094
21.62412,21.30056,21.34393,21.03164,21.79505,1.66087
24.92724,24.53347,23.00005,20.85917,19.78326,0.9801444
19.85487,19.12996,18.73404,18.64398,18.48725,0.05110985
20.85377,18.52511,17.37194,17.01345,16.54767,0.137978
23.85982,21.98996,20.45193,19.53544,19.1663,0.5089337
20.20076,19.91249,20.27942,20.48811,20.56788,-0.00029434
22.30445,21.64728,20.67245,19.85314,19.53045,0.5647087
22.7722,22.70432,21.05208,19.57138,19.07289,0.6490484
21.83316,21.37384,21.02141,20.72959,20.11375,0.8958073
23.90051,22.08437,20.37431,19.24711,18.863,0.5975002
21.46302,20.25823,20.10844,20.02446,19.95156,-0.0006833918
20.76206,19.71608,19.6169,19.56451,19.58729,-0.0005240503
26.28509,20.39012,18.74812,18.12288,17.72458,0.2910193
17.54724,16.14009,15.68111,15.50533,15.42428,-9.744179e-05
18.34595,17.21927,16.78352,16.64679,16.59837,-9.535543e-05
21.5179,19.99251,19.293,19.00966,18.9008,-0.0002943376
17.55782,16.66136,16.35138,16.21294,16.19628,0.0001408744
24.55032,22.78479,20.90423,19.74489,19.24321,0.0002799791
23.47652,21.42864,19.59803,18.8888,18.41518,0.4253252
23.21114,21.83301,20.89573,19.8834,19.58779,0.6304231
23.57664,22.17415,20.54222,19.6421,19.31953,0.4669073
22.96205,21.82959,20.19174,19.41986,19.08055,0.4838587
22.17134,21.76831,20.64946,20.00332,19.8975,0.541189
23.81762,22.81482,21.28628,20.07006,19.671,0.6193808
23.19557,20.74664,19.07792,18.42314,17.97068,0.3089251
22.5148,21.87385,21.55781,21.3647,20.95218,1.583788
17.20089,15.93467,15.34193,14.99071,14.76271,0.07561466
18.76324,17.76443,17.40079,17.26329,17.20627,-0.001095175
24.5031,22.1335,20.82238,19.92242,19.3754,0.5315162
23.07697,21.81018,21.65767,21.65026,22.49928,2.184544
21.53664,20.59289,20.43869,20.40828,20.36008,2.802279
24.97063,20.64594,19.26689,18.60392,18.3385,6.08061e-06
22.14063,23.96648,21.8113,20.4453,19.56233,0.8114063
18.98528,17.36885,16.70636,16.43034,16.30036,0.0001628605
16.71394,15.53903,15.07622,14.93202,14.88585,-0.0001232355
21.95789,21.52029,21.22687,21.00526,20.12937,1.302793
20.50722,20.3797,20.01263,20.03498,20.23521,1.124207
19.73956,18.78222,18.42493,18.29346,18.25771,-0.000107098
20.52058,18.66883,17.62049,17.18283,16.80938,0.1344071
22.18892,21.99009,21.91598,21.66643,20.87937,1.943846
20.3234,18.18904,17.15066,16.71901,16.32346,0.1158608
18.9486,17.9031,17.39413,17.01921,16.87308,0.1333338
21.95495,21.7716,21.23683,21.0006,20.87401,1.620835
20.38224,18.69393,17.58398,17.13093,16.80099,0.1581667
21.08047,20.50351,20.32019,19.9549,19.91763,1.791832
19.09278,17.91675,17.4676,17.31021,17.24267,-0.0001056985
23.27271,22.26694,20.26474,19.35926,18.71557,0.5348213
22.05307,19.26985,17.8009,16.93318,16.469,-0.0001133878
22.30479,21.573,21.12969,21.09102,20.76556,-0.0005497813
22.71697,22.27889,20.99847,20.08334,19.64938,0.5582746
24.19649,24.37169,22.74137,24.01814,22.37615,0.8304584
23.99052,21.73273,19.96335,19.0746,18.72111,0.4871409
20.5333,19.95919,19.83397,19.79774,19.61584,2.516042
22.94245,22.00596,21.93347,21.632,21.54736,2.366765
20.33288,18.74877,18.14988,17.92047,17.86546,-0.0001660837
21.10632,21.37195,21.08285,21.03999,21.26991,1.191246
25.20169,23.31555,21.58311,20.4474,19.80515,0.679569
21.94364,22.11711,21.5312,21.1807,20.84286,1.222891
26.63507,23.42352,21.8323,20.58193,19.87099,0.7622296
24.55089,22.15457,20.0617,19.17146,20.02516,0.3917141
22.08862,22.5981,20.61198,19.58142,19.10457,0.5314294
24.76689,23.16055,20.85826,19.70931,19.10541,0.6411397
21.23812,19.74899,19.02649,18.69973,18.55807,-0.0002283975
26.64911,20.71567,18.95248,18.3181,17.98238,0.326482
22.93143,22.59162,21.89187,21.2582,20.16372,0.9922205
21.0845,20.83904,20.72037,20.46054,19.93566,0.7311744
18.20205,17.23724,16.87454,16.7359,16.68887,-0.0009642693
21.37012,20.92775,20.90331,20.88735,20.49501,0.7425346
23.78264,22.7026,22.0584,21.72207,21.55145,0.7947427
22.39889,22.67805,22.12811,21.70037,21.36709,0.978807
18.42506,16.56125,15.67387,15.25637,14.91427,0.05318789
23.20142,21.65676,20.38945,19.48816,18.9276,-0.0001722275
23.46121,19.98779,18.43213,17.85254,17.55947,0.2865487
25.22596,22.38325,20.76221,19.74063,19.31548,0.6022378
20.32598,19.06598,18.54884,18.20258,17.92735,0.000176446
22.76347,22.73236,21.88375,21.42089,20.9238,0.8287488
19.88671,17.99712,16.62543,16.11117,15.71841,0.1920323
23.39961,21.42856,21.1421,20.9735,20.73957,-6.572855e-05
23.99846,21.88543,20.21285,19.42208,18.9913,0.4459368
22.3503,21.65549,21.72629,23.52078,21.24452,-0.0007100953
22.59249,20.71239,18.89309,18.28232,18.05094,0.3662268
22.17338,20.80775,18.9796,18.36891,17.9137,0.317576
21.97907,21.86044,21.79003,21.78798,21.45989,1.58748
17.41506,15.99483,15.41739,15.19997,15.10222,-0.0003126479
24.04871,20.89982,19.28445,18.5928,18.21058,0.2902645
22.50255,22.08574,21.67492,20.9709,20.67656,0.8164783
21.95693,22.24044,21.88624,21.61599,21.12047,0.9812924
24.49491,23.07961,23.19859,21.89082,21.43474,0.9004775
23.40257,22.14829,21.44191,21.14162,21.88998,0.8628711
19.22889,17.85413,17.44588,17.2239,17.14079,0.0393469
19.73717,18.34106,17.5898,17.21686,16.96732,0.1278042
19.56707,17.87233,16.89021,16.4567,16.13672,0.1225245
17.5692,16.07362,15.52379,15.32944,15.25039,-0.00010054
22.77713,22.23393,20.46288,19.34962,18.88637,0.5604796
23.62417,21.72469,20.74216,19.72508,19.29581,-0.000356735
19.04896,18.65328,18.62384,18.38814,18.34135,0.6336324
23.31798,19.2547,18.67771,18.60099,18.56453,3.407636
17.87399,16.58317,16.04199,15.742,15.5373,0.03582435
26.05789,21.8891,20.23339,19.30609,18.8816,0.4560301
25.96386,22.39557,20.83527,19.70287,19.33309,0.5726875
22.17085,20.62253,20.36372,20.35797,20.34452,3.067855
23.0216,20.12527,19.75546,19.48909,19.36476,3.054713
20.27375,19.18546,18.93008,18.85147,18.84896,0.0003015981
22.64979,20.74305,19.01395,18.30331,17.8733,0.3165765
23.80541,22.07075,20.37634,19.34008,18.95157,0.493833
26.67148,21.80736,19.98156,19.13599,18.71084,0.4809276
22.58072,21.35789,20.15992,19.31901,18.92686,0.5928134
22.04967,21.86078,21.97517,21.95948,22.39694,-0.0001552489
21.40152,19.21827,17.8293,17.24783,16.84452,0.2294746
23.7289,22.47264,21.05566,19.03488,17.95794,-0.0001055386
20.57565,18.7727,17.9971,17.60693,17.39301,0.1159609
21.44359,20.26523,19.39087,18.94472,18.6928,0.2178099
23.86276,22.66163,21.04119,20.05253,19.43777,0.4664936
22.52473,21.93819,21.45731,20.70947,20.25335,0.7445328
26.48006,21.73411,20.24488,19.15241,18.61244,0.5566476
22.36109,21.85058,20.5026,19.38551,19.14915,0.5741844
21.28845,20.38299,20.26767,20.27078,20.42388,0.0004139394
20.92506,20.18055,19.88904,19.73207,19.49757,-7.506661e-05
23.43689,22.50598,20.85043,20.0553,19.59501,0.317386
24.37199,22.05763,20.61811,19.29614,18.53913,0.000104776
20.74623,20.4969,20.53226,20.3008,20.30672,0.6792374
17.64769,15.75661,14.89869,14.50641,14.16494,0.03851695
22.45676,19.95054,18.40402,17.82481,17.50572,0.2777793
19.30381,18.39898,18.04121,17.88499,17.84221,-3.566043e-05
19.76368,18.35885,17.5456,17.15302,16.83537,0.1101882
16.78184,15.87975,15.58155,15.46386,15.44775,-7.714016e-05
25.0463,21.9529,20.12266,19.06782,18.50929,0.5892089
22.3877,21.71362,21.75274,21.27751,20.64234,0.4338142
21.37514,21.0454,20.49039,19.99622,19.85164,1.499508
19.82065,17.96903,17.05873,16.65534,16.274,0.08439238
19.9718,18.36845,17.41382,16.99754,16.65478,0.1459538
26.49962,21.46368,19.62231,18.76534,18.32442,0.4871507
26.11652,22.32305,20.6641,19.5898,18.96493,0.5149847
22.56382,22.71073,21.32812,20.02786,19.2692,0.6697396
25.89776,21.68266,19.8259,19.24631,18.67415,0.3870099
22.54364,21.77423,20.83645,19.49862,18.70657,6.537441
19.0744,17.47849,16.80219,16.56408,16.44966,-0.0001304699
23.32619,21.69774,19.95913,18.91595,18.77956,0.5026085
17.78619,15.92827,15.10606,14.7248,14.40307,0.03861468
22.32402,21.5853,20.63873,20.15953,19.95842,0.4887181
